Pariticipant,Topic,Goal,Stage.of.Analysis,Mention,Decision,Strategy,Reason,Impact,Threat.to.Validity,Need
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Data collection,Firsthand,"Choose population to sample from (i.e., college students vs military personnel) based on nature of research (i.e., basic vs applied)",Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Defining questions and objectives,Firsthand,Hire contractors to help with research,Reduce,Limited time and attention,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Defining questions and objectives,Firsthand,Determine how to approach research objectives based on work experiences of review team,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Defining questions and objectives,Firsthand,Consult with researchers studying areas relevant to research objectives,Reduce,Comprehensiveness,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Defining questions and objectives,Firsthand,Include in-house researchers with relevant experience on review team,Acknowledge,Research questions,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Defining questions and objectives,Firsthand,Leverage professional connections of review team to access subject matter experts to inform project proposal,Reduce,Comprehensiveness,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,"Keep a Word document in the form of the proposal template where information, references, and resources are documented in the early stages of research",Suppress,Limited support from software tools,Indirect,Proposal writing process and documentation of research synthesis with review team is not very systematic,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Split literature review up among review team based on areas of expertise,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Include both military and academic studies from a variety of disciplines in review,Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Plan early on for how each member of review team will contribute,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Hold a weekly meeting to coordinate review team,Acknowledge,Limited time and attention,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Create a project timeline,Acknowledge,Limited time and attention,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Offload workload of overburdened members of review team to other members of the review team who do not have the same expertise,Suppress,Limited time and attention,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Discuss studies of ambiguous relevance to review as a team,Acknowledge,Comprehensiveness,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Have multiple reviewers read a studies of highly ambiguous relevance,Acknowledge,Reproducibility,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Create a binder to keep track of every resource in the literature review in an annotated bibliography,Acknowledge,Comprehensiveness,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Summarize every article in the literature review in terms of takeaways and relevance to research objectives,Acknowledge,Consistency,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Keep all articles from the literature review in an electronic folder,Acknowledge,Comprehensiveness,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,"Sample literature until saturation, where we feel we’ve found everything we need",Reduce,Domain knowledge,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Note things that were positive and negative about each study in annotated bibliography,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,"Pay special attention to sample size, hypotheses, population, environment, demographics",Reduce,Domain knowledge,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Trust members of review team to independently recognize sound studies rather than applying a standard rubric,Reduce,Domain knowledge,Indirect,,Automatically generated and customizable evidence spreadsheets would be useful for keeping track of items in literature review
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Brush some studies aside for bad research design,Reduce,Caution,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Place articles at higher level of importance if they are from top-tier journals or reputable researchers,Reduce,Standard practice,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,"Don't track (i.e., in a spreadsheet) specific aspects of studies which contribute to the overall judgment of the quality and trustworthiness of evidence",Suppress,Limited time and attention,Direct,,Automatically generated and customizable evidence spreadsheets would be useful for keeping track of items in literature review
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Take agreement with collaborators in meetings as evidence of a quality literature review,Reduce,Confidence through consensus,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,"Organize literature review into tiers of inclusion: reference heavily, maybe cite, and probably ignore",Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Literature review,Firsthand,Look for studies that measure relevant constructs in a similar way to the way you intend to,Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Data collection,Firsthand,Create new measurement items which are specific to a military training context,Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Data collection,Firsthand,Contact person who developed a measure for feedback and advice before adapting their measure to our purposes,Reduce,Confidence through consensus,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Data collection,Firsthand,Pull beneficial aspects from measures of constructs of interest developed for similar contexts,Reduce,Research questions,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Create data table in Excel and pull into SPSS for analysis,Reduce,Preference,Indirect,Not everyone in the Navy has access to SPSS,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Map out analysis plan for statistical inference alongside study design,Acknowledge,Comprehensiveness,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Delegate the evaluation of hypotheses to members of the study team who have expertise in each specific area,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,"Clean data (e.g., check accuracy of responses, account for missing data, find outliers) before handing off data table to individual members of research team for hypothesis testing",Acknowledge,Caution,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Coordinate to test hypotheses which influence one another,Acknowledge,Domain knowledge,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Conduct exploratory analyses to supplement confirmatory analyses decided at the outset of the study,Acknowledge,Comprehensiveness,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Hypothetical,Conduct an item analysis to check a measure during data cleaning,Reduce,Caution,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Plan supplemental analyses and changes to predetermined analysis plan based on preliminary results and group discussion,Acknowledge,Comprehensiveness,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Choose how to report findings based on multiple different ways of modeling data for statistical inference,Acknowledge,Comprehensiveness,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Use non-parametric test when data are not normally distributed,Reduce,Caution,Direct,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,Have multiple people reproduce the same analysis to build confidence,Acknowledge,Reproducibility,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,"Manage version control, data and analysis sharing through email",Suppress,Limited alternatives,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,"Designate one person to manage and organize the data, maintain versions",Reduce,Consistency,Indirect,,
6,Combat resilience for teams of soldiers,Improve training to prevent casualties in combat,Quantitative Analysis,Firsthand,"Use screen sharing during meetings as a focal point for discussion, and have one person lead the meeting from their computer",Reduce,Limited alternatives,Indirect,Not screen sharing during meetings leads to confusion over what versions of data or figures the group is looking at,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Defining questions and objectives,Firsthand,"Study relationship between alcohol and hypoxia to see if research on alcohol intoxication can tell us anything about impairments related to hypoxia, which are notoriously difficult to study",Acknowledge,Limited alternatives,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Secondhand,Use Google Scholar for literature search,Reduce,Research questions,Direct,Relying on Google Scholar may lead to over-emphasis on older open-access publications,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use university databases for literature search,Reduce,Research questions,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use articles provided by supervisor to seed literature search by identifying keywords and journals of interest,Reduce,Lack of knowledge,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Build familiarity with keywords and journals that are relevant to research topic,Reduce,Lack of knowledge,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,"Trace citation networks from a handful of good resources to find most important references on research topic, instead of doing full database search",Suppress,Limited time and attention,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use titles and abstracts to gauge importance of studies,Reduce,Comprehensiveness,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Look for meta-analyses and theory reviews to check the status of past theories,Reduce,Comprehensiveness,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Split literature review into two parts: hypoxia and alcohol intoxication,Reduce,Research questions,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Firsthand,Give a specific explanation of relevant theories in introduction,Acknowledge,Comprehensiveness,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use source materials for scientific theories rather than summaries written in secondary references,Reduce,Comprehensiveness,Indirect,"Older, foundational references which propose and explain a theory are hard to come by",
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,"Break down sparse heterogeneous literature by field of study, setting of research, and kinds of measures",Reduce,Limited availability of information,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use clinical definition for hypoxia as benchmark for whether a study has actually produced hypoxic conditions,Reduce,Standard practice,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Don't use articles on acute mountain sickness because this is too different from the context of hypoxia in military flight,Reduce,Domain knowledge,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Don't cite medical studies for specific findings because they are too physiologically in-depth to be directly relevant,Reduce,Research questions,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,"Extrapolate information from medical studies of hypoxia to justify looking into certain simple physiological responses (e.g., increased heart rate)",Reduce,Research questions,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Data collection,Firsthand,Observe and take physiological and psychological measurements during training courses on hypoxia,Reduce,Research questions,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Use research articles to determine what equipment to use for physiological measures,Reduce,Comprehensiveness,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Look for studies validating the measurements from equipment to have a sense of measurement error,Reduce,Comprehensiveness,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Data collection,Firsthand,"Measure heart rate, breath rate, and skin temperature during training",Reduce,Research questions,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Data collection,Hypothetical,Plan to measure SpO2 levels,Reduce,Standard practice,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Data collection,Hypothetical,Compromise on data quality by using finger SpO2 monitors instead of more accurate forehead monitors which cannot fit under helmets during flight,Suppress,Limited alternatives,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Communication,Hypothetical,Account for sources of measurement error in limitations section,Acknowledge,Limited alternatives,Direct,,
5,Hypoxia during military flight,Better understand hypoxia during flight (gap in literature) to find ways of reducing risks to pilots and aircraft,Quantitative Analysis,Hypothetical,Don't account for known measurement error as a source of quantitative uncertainty when modeling data,Suppress,Lack of knowledge,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Qualitative analysis,Firsthand,Compare symptoms of hypoxia to taxonomies of symptoms experienced at certain levels of alcohol intoxication,Reduce,Research questions,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Quantitative Analysis,Hypothetical,Find an open-source dataset on alcohol intoxication to compare to measurements on hypoxia,Reduce,Research questions,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Hypothetical,Present hypoxia in a relatable manner by mapping hypoxic states induced by specific flying conditions to the level of impairment at a certain level of alcohol consumption,Reduce,Research questions,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Pull taxonomies on the effects of alcohol intoxication from public organizations,Reduce,Research questions,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Do supplemental research to check validity of taxonomies,Reduce,Caution,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Qualitative analysis,Firsthand,"Compare existing taxonomies of impaired states (e.g., alcohol, sleep deprivation) rather than synthesizing a new taxonomy",Reduce,Domain knowledge,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,"Look at quality of methods, reporting of results, and presentation of work in papers",Acknowledge,Comprehensiveness,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Don't pay attention to potential investigator bias,Suppress,Limited time and attention,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,"Don't track risk of bias in study results, but rather look for glaring issues",Suppress,Limited time and attention,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Literature review,Firsthand,Assume other researchers are acting in good faith,Reduce,Standard practice,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Meta-analysis,Firsthand,Don't meta-analyze hypoxia studies because there are too few to form a good sample,Reduce,Statistical power,Direct,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Firsthand,Present visualizations mostly in briefs intended for broad audience,Reduce,Ease of understanding,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Firsthand,Present mostly descriptive statistics in briefs in order to tailor information to audience,Suppress,Limited tolerance for uncertainty or scientific process,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Firsthand,Create visualizations in Excel,Reduce,Preference,Indirect,,
5,Relationship between hypoxia and alcohol intoxication,Use knowledge about alcohol intoxication to better understand hypoxia (relatively spare literature) and find ways of reducing risks to pilots and aircraft,Communication,Firsthand,Report detailed information on statistical tests in written report,Acknowledge,Comprehensiveness,Direct,,
5,IO Psych in general,Deliver legally defensible and effective management products to clients,Quantitative Analysis,Hypothetical,Don't evaluate the predictive validity or future performance of work contracted by organization,Suppress,Limited resources,Direct,Companies don't want to pay for evaluation,
5,IO Psych in general,Deliver legally defensible and effective management products to clients,Communication,Hypothetical,Excuse oneself from a project to avoid intentional misrepresentation of findings requested by an organization,Acknowledge,Limited tolerance for uncertainty or scientific process,Indirect,Client might demand results that are unsubstantiated by research,
5,IO Psych in general,Deliver legally defensible and effective management products to clients,Communication,Hypothetical,Convey limitations of an area of research to client to preempt misunderstandings,Acknowledge,Caution,Indirect,,Need a tool to assist researchers in accounting for and finding patterns in the methodology and limitations in the literature
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Give decision-maker enough real-world examples of use cases to help them understand the application of an instructional technique,Acknowledge,Research questions,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Look for issues with head mounted displays (HMDs) that might make detract from training,Acknowledge,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Look into affordances of HMDs for interactive 360 video content,Acknowledge,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Qualitative analysis,Firsthand,"Use the scientific literature to group training content in terms of whether VR would be a benefit, a potential benefit in the future, or a detriment to training quality",Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Write a concise report focused on the training value of HMD without and exhaustive account of research on HMDs,Acknowledge,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Data collection,Firsthand,Do a site visit and group interviews to determine the technical capabilities of a 3D graphics technology for use in training,Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Defining questions and objectives,Firsthand,Figure out if the source of a problem in performance is a problem in training,Reduce,Domain knowledge,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Defining questions and objectives,Firsthand,Identify situational complexities that training programs should target,Acknowledge,Domain knowledge,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Defining questions and objectives,Firsthand,Determine whether an existing training technique or technology could address the shortcomings of current training,Reduce,Standard practice,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Defining questions and objectives,Firsthand,Develop a new and novel technique to address training gaps if no alternative solution exists,Acknowledge,Limited alternatives,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Search literature on learning psychology and instructional design,Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Use findings from learning psychology and instructional design to define goals for developing training software,Reduce,Domain knowledge,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,"Investigate engineering capabilities across software development, game development, UX studies, and various available software and hardware",Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Have research team members build expertise by consistently studying particular topics and attending conferences,Acknowledge,Domain knowledge,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Judge relevance of studies based on similarity of domain to a military training setting,Reduce,Domain knowledge,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,"Interpret laboratory studies and studies in applied settings differently, giving preference to studies with greater external validity",Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Consider the quality of studies in terms of the details provided on methods and practical implications of findings,Acknowledge,Comprehensiveness,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Focus on a deep reading of a handful of studies that support a particular approach to an applied problem,Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Look for studies that contradict the predominant findings in the literature review,Reduce,Caution,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Divide up studies on learning based on whether they address knowledge or skills,Reduce,Domain knowledge,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Completely dismiss a particular study without clear implications,Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Use basic research in conjunction with other evidence to support a particular approach to solving a training problem,Reduce,Research questions,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,"Read basic research with ambiguous implications, don't rely on it for now, and look for future related work down the line",Acknowledge,Comprehensiveness,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Check quality methods when studies make grand claim,Acknowledge,Caution,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Note a caveat about a study with informational inequivalence between experimental conditions,Acknowledge,Caution,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Discuss study confounds with author when the author is a colleague,Reduce,Confidence through consensus,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Literature review,Firsthand,Don't reach out to authors; just take study as it is,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Scale back recommendations to meet practical constraints of training needs,Suppress,Limited resources,Direct,"Developing ambitious, theoretically optimal, training programs can delay much-needed changes in current training practices",
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Qualitative analysis,Firsthand,"Usually use qualitative summaries to support training recommendations, and let the customer determine the effectiveness of the training",Suppress,Limited control of research objectives,Direct,Quantitative modeling of effects is usually the first thing that gets cut from the scope of a project,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Quantitative Analysis,Hypothetical,Use quantitative models to evaluate important effects in a isolation as a piece of a larger evaluation,Reduce,Comprehensiveness,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Visualize multiple variables over time to give a detailed sense of what changes during the training experience,Reduce,Ease of understanding,Direct,,Decision-makers want to see visualizations
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Use animated spider chart to show change in multiple attributes over time,Reduce,Ease of understanding,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Use forest plots sparingly in briefs because decision-makers only want to see the gross results of a training product,Suppress,Limited tolerance for uncertainty or scientific process,Indirect,Decision-makers don't want to see visualized uncertainty in a briefing,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Use visualization to show the variety of factors contributing to a gap in performance,Reduce,Comprehensiveness,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Use visualization to express the degree of comprehensiveness in the data when a sample is composed of a set of anecdotal cases,Reduce,Comprehensiveness,Direct,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Tailor presentation to preferences and expectations of decision-maker,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Present one slide with findings and recommendations,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Present 100 slides with maximum amount of detail,Acknowledge,Comprehensiveness,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Judge the decision-maker's expectation based on feedback on intermediate reports,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Talk to decision-maker's staff about their expectations,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Base the level of detail in a presentation on the decision-maker's rank because of the level of support they need to approve a proposal,Reduce,Limited time and attention,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Have backup slides ready in order to provide additional details in a presentation if needed,Acknowledge,Comprehensiveness,Indirect,,
